id,city,state,country,lat,lon,date,text,hashtags,following,followers,total_tweets,retweet_count,favorite_count,popularity_score,reach_score,sentiment,sentiment_score
772791,Kabul,Kabul,Afghanistan,34.52813,69.17233,2023-03-31 09:33:27,"breaking: if the leadership of russia realizes that there will be a collapse of russia, nuclear weapons will be used lukashenko","['BREAKING', 'Russia', 'nuclear', 'Lukashenko']",1216,790,5691,0,0,0,0,POSITIVE,0.5800008773803711
606,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-03-01 00:36:59,up next -- @repandybiggsaz on the big issues we all face. lableak - ukraine - and more. get to and click on watch now!,"['LabLeak', 'Ukraine']",90,62,123304,1,0,1,0,POSITIVE,0.9546678066253662
45095,Central Coast,Tasmania,Australia,-41.26999,146.05916,2023-03-02 21:30:05,"@squatsons wherever russia goes, follows death and destruction. russiainvadedukraine russiaisaterroriststate russiaiscollapsing","['RussiaInvadedUkraine', 'RussiaIsATerroristState', 'RussiaIsCollapsing']",2048,3094,60164,22,0,22,1046,NEGATIVE,0.9909623265266418
73055,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-03-04 01:04:50,who else is waiting for zelensky to partner up with hunter biden and do a nude musical to try and convince america to send more money to ukraine? ukrainerussiawar hunterbiden isaidwhatisaid @tdttruthradio,"['UkraineRussiaWar', 'HunterBiden', 'isaidwhatisaid']",1983,539,26190,7,0,7,0,NEGATIVE,0.9937525391578674
75297,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-03-04 03:31:39,"""time to listen to lucascage an iraq war us veteran, again, while 100s of ukrainian troops are slaughtered by russianarmy in bakhmut: """"putin can unleash the full militarymight ofrussia. ukrainians have no chance whatsoever! media is lying to you guys"""" dontdiefornothing ""","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy', 'Bakhmut', 'Putin', 'dontDieForNothing']",1701,2165,94436,554,0,554,464,NEGATIVE,0.9968184232711792
82850,Marrickville,New South Wales,Australia,-33.90741,151.15546,2023-03-04 11:36:20,another great weekend listen...good to hear more about @beltrew 's stellar work in ukraine. catch up on @bbcsounds @bbcworldservice,"['Weekend', 'Ukraine']",4277,51720,127268,8,0,8,47443,POSITIVE,0.9995694756507874
137146,Vaucluse,New South Wales,Australia,-33.85549,151.27754,2023-03-06 18:10:40,"russian war crimes: this valiant ukrainian combatant was taken prisoner on the battlefield. refusing to submit to this ru captors, he snapped at them slavaukraini he was then murdered in cold blood. the criminals ; murderers who have invaded ukr must brought to justice ukraini","['SlavaUkraini', 'Ukraini']",296,10,219,2,0,2,0,NEGATIVE,0.9877075552940369
141447,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2023-03-06 21:02:28,smh misses the tough questions.theyre the irresponsible headlines that will ensure we go to war. the question the media should be asking is what the public want to know: why are we being the us lackey in a war we cant win? china ukraine,"['China', 'Ukraine']",5801,6331,599699,38,0,38,530,NEGATIVE,0.9978657364845276
275133,Ormond,Victoria,Australia,-37.9,145.03333,2023-03-12 12:00:37,a large number of ukrainian vehicles were seen destroyed in a recent video published by a group of ukrainian soldiers while they were allegedly withdrawing from bahkmut,"['Ukrainian', 'Ukrainian', 'Bahkmut']",193,117,2734,7,0,7,0,NEGATIVE,0.999316930770874
283680,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-03-12 21:28:28,the red cross must be so proud!.. ukraine humanrightsviolations,"['Ukraine', 'HumanRightsViolations']",1708,2170,94586,732,0,732,462,POSITIVE,0.9992881417274475
290447,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-03-13 06:47:18,"us - there is discontent in the administration because of kiev's constant requests for weapons, as well as because zelensky does not demonstrate due gratitude for the assistance provided. they expected gratitude!ukrainewar ukrainerussiawar ukraine","['Kiev', 'Zelensky', 'UkraineWar', 'UkraineRussiaWar', 'Ukraine']",1708,2168,94600,4,0,4,460,NEGATIVE,0.9978440999984741
383878,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2023-03-17 07:10:07,"chinas leader xijinping will visit russia next week from monday to wednesday, according to the foreign ministry here.","['China', 'XiJinping', 'Russia']",5805,6339,601833,6,0,6,534,POSITIVE,0.9468397498130798
400405,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-03-17 16:59:14,"this is us this is our story. i am my husband . nafo marriage. after he created this account as a gift for my birthday, we fight russian propaganda together. for the future of our children nafoexpansionisnonnegotiable nafofellas nafomemes russiaisaterroriststate","['NAFOExpansionIsNonNegotiable', 'NAFOfellas', 'NAFOmemes', 'RussiaIsATerroristState']",446,144,5386,69,0,69,0,NEGATIVE,0.7059119343757629
426985,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-03-18 10:32:14,"looking at pledges of military aid to ukraine between jan. 24, 2022 and jan. 15, 2023, the u.s. government has committed to providing more financial assistance for military purposes than any other country","['Ukraine', 'military']",672,80,34351,15,0,15,0,POSITIVE,0.9841863512992859
429897,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-03-18 12:23:46,"the pentagon has declassified video from a surveillance drone, which a russian jet sent crashing into the black sea off ukraine. russia uspol","['Russia', 'uspol']",679,80,34572,2,0,2,0,NEGATIVE,0.9851154685020447
490173,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2023-03-20 10:48:35,"sarah ferguson's interview with the russian ambassador to australia dr pavlovsky on @abc730 tonight was rude, tabloid and sensationalist. a more courteous approach might have forced the ambassador to explain or justify russia's invasion of ukraine. abc730","['Russia', 'Ukraine', 'abc730']",5810,6343,602328,37,0,37,533,NEGATIVE,0.997600257396698
500261,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-03-20 17:05:15,"the kyshtym nuclear disaster happened on september 29, 1957 in the city of ozyorsk, russia, caused by an explosion in one of the concrete nuclear waste storage tanks at the facility. russia nuclearpower mondaymotivation","['Russia', 'NuclearPower', 'MondayMotivation']",679,79,34787,1,0,1,0,NEGATIVE,0.9985068440437317
500324,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-03-20 17:06:04,"a joint study involving the chinese academy for environmental planning and the world health organization found that somewhere between 350,000 to 500,000 chinese people are prematurely dying from lung cancer due to pollution. china facts fridaythoughts","['China', 'facts', 'FridayThoughts']",679,79,34776,1,0,1,0,NEGATIVE,0.9972579479217529
517396,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-03-21 07:59:10,"joebiden, its time you tell the american people about your familys dealings with china and the ccp.","['JoeBiden', 'American', 'China', 'CCP']",2150,575,28765,405,0,405,0,POSITIVE,0.6178193688392639
546717,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2023-03-22 04:01:36,when mao won civil war in china in 1948 taiwan was part of china ; had been for long time. defeated president chaing fled to taiwan ; declared it to be rightful china. for australia to defend taiwan against take over by xijinping would be denial of history ; act of insanity.,"['China', 'Taiwan', 'XiJinping', 'History']",5812,6339,602572,110,0,110,527,NEGATIVE,0.9837587475776672
562876,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-03-22 15:26:09,"this morning, president zelensky visited the positions of the ukrainian military in the bakhmut region",['Zelensky'],452,150,5663,210,0,210,0,POSITIVE,0.9925172328948975
599455,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-03-23 23:41:13,fighting for the new world order? they are the last stand of the old world order. how can anyone be so uninformed? ukrainerussiawar ukraine,"['UkraineRussiaWar', 'Ukraine']",1710,2163,94939,1,1,2,453,NEGATIVE,0.9934085607528687
604095,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-03-24 05:01:08,"@gdebatta libert, galit, fraternit. at what point does macron learn that the people are france and he is their servant?","['Macron', 'France']",1711,2165,94976,1,2,3,454,NEGATIVE,0.9873987436294556
615976,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-03-24 17:02:08,changes that have not been seen for a hundred years occurred as a result of the three-day moscow summit between president putin and president xi follow @moatstv putin xi moscow,"['Putin', 'Xi', 'Moscow']",1711,2165,95089,43,0,43,454,POSITIVE,0.9306159019470215
620696,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-03-24 21:39:15,goodnight ukraine. please keep supporting ukraine. please standwithukraine until victory. need a reason to do so? here ukrainian military medics evacuate wounded on bakhmut frontline.,"['Ukraine', 'Ukraine', 'StandWithUkraine️']",457,156,5817,404,0,404,0,NEGATIVE,0.9941074848175049
368333,Gaming,Lower Austria,Austria,47.929,15.08818,2023-03-16 15:27:50,russian ministry of finance drafts bill proposing up to 4 years in prison for crypto miners evading taxes.,"['Russian', 'crypto']",300,33,1091,0,0,0,0,NEGATIVE,0.969205379486084
399146,Gaming,Lower Austria,Austria,47.929,15.08818,2023-03-17 16:29:35,icc judges issue arrest warrant for russia's president vladimir putin.,['ICC'],300,33,1096,0,0,0,0,NEGATIVE,0.8476637601852417
615723,Gaming,Lower Austria,Austria,47.929,15.08818,2023-03-24 16:46:32,"russia to pass new bitcoin laws in april - anatoly aksakov, chairman of the state duma committee on financial market.","['Russia', 'Bitcoin']",304,35,1121,0,0,0,0,POSITIVE,0.9168388843536377
723240,Gaming,Lower Austria,Austria,47.929,15.08818,2023-03-29 11:02:40,russian banks to begin testing digital ruble cbdc on real customers in april-may.,"['Russian', 'CBDC']",306,38,1141,0,0,0,0,NEGATIVE,0.9091476202011108
6971,,Long Island,Bahamas The,40.789142,-73.134961,2023-03-01 08:24:53,last night in ukraine was restless again. air alarms sounded in kyiv and northern and cental ukraine. russia attacked ukraine from the northern direction with shahed drones. all four kamikaze were destroyed by air defence forces.,"['Russia', 'Shahed']",4962,1306,25719,15,0,15,0,NEGATIVE,0.997814416885376
147134,,Long Island,Bahamas The,40.789142,-73.134961,2023-03-07 01:44:19,you gave every cent to ukraine over our own country.,['Ukraine'],427,200,35461,0,0,0,0,POSITIVE,0.9872121214866638
320307,Silly,Wallonia,Belgium,50.64877,3.92363,2023-03-14 17:35:13,thread: proof that you are a nazi if you don't standwithukraine,['StandWithUkraine'],260,37,437,1351,0,1351,0,NEGATIVE,0.9928421974182129
550435,Antwerpen,Flanders,Belgium,51.21989,4.40346,2023-03-22 07:44:56,russia definitely knows how to make friends in africa,"['Russia', 'friends', 'Africa']",1215,284,1476,0,0,0,0,POSITIVE,0.9998602867126465
771746,Antwerpen,Flanders,Belgium,51.21989,4.40346,2023-03-31 08:26:46,the west murdered congo president patricelumumba dismembered and dissolved him in acid. the usa uk and belgium together. today his name sits atop the international university in moscow russia just think about that @moatstv,"['Congo', 'PatriceLumumba', 'USA', 'UK', 'Belgium', 'Moscow', 'Russia']",1217,284,1487,4524,0,4524,0,NEGATIVE,0.9639528393745422
160477,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,43.84864,18.35644,2023-03-07 14:00:20,"only in ukraine: a pm m1910/30 maxim gun with optics, stock, and suppressor.",['Ukraine'],386,50,80,1146,0,1146,0,NEGATIVE,0.980407178401947
14601,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-01 16:09:17,sirens in kyiv. there are drones that are moving from the north and still russian shops with kalibrs in the black sea russiainvadedukraine,['RussiaInvadedUkraine'],1603,1396,67642,64,0,64,0,NEGATIVE,0.9556704759597778
26139,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-02 05:25:21,the daughter of the killed by russians ukrainian and her dog came to her fathers grave. he is her hero and a hero of ukraine. standwithukraine,['StandWithUkraine'],1604,1393,67671,177,0,177,0,POSITIVE,0.6809695363044739
29711,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-02 08:37:29,minus 750 russian soldiers in ukraine since yesterday. totally the general staff reports to have eliminated 150605 russians. stoprussia,['StopRussia'],1604,1392,67693,48,0,48,0,NEGATIVE,0.9950196743011475
65018,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-03 18:27:23,"$400 million from the u.s. the aid package includes ammunition for u.s. howitzers and himars mlrs, bradley infantry fighting vehicle shells, tank bridges, explosive charges, equipment, etc. standwithukraine",['StandWithUkraine'],1603,1355,67763,27,0,27,0,NEGATIVE,0.9356130361557007
82572,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-04 11:20:57,"donbas has never been bombed under ukrainian control. its absurd to say that russia came to our land and then ukraine started bombing its own territory. russia is a war master. and it started war in ukraine, in donbas, in 2014 after annexing crimea standwithukraine",['StandWithUkraine'],1603,1354,67785,81,0,81,0,POSITIVE,0.9582881331443787
132386,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-06 14:47:06,unloading of abrams tanks in one of the german ports. soon these vehicles will help the ukrainian defense forces to destroy the russian army. stoprussia russiaiscollapsing standwithukraine,"['StopRussia', 'RussiaIsCollapsing', 'StandWithUkraine️']",1603,1355,67847,392,0,392,0,NEGATIVE,0.9750829935073853
340062,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-15 13:36:55,victory of justice and the rule of law. the united kingdom supreme court vindicates s position. it rules that russias us$3 billion eurobonds case against ukraine should be sent for a full public trial.,['Ukraine'],1604,1340,68149,31,0,31,0,POSITIVE,0.8865269422531128
383959,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-17 07:14:58,ukraine and latvia will develop new logistics routes. we discussed strengthening trade ; economic ties and the restoration of ukraine with pm @krisjaniskarins today in kyiv. appreciate latvia's support on the road to eu membership and nato.,['Ukraine'],1604,1336,68177,94,0,94,0,POSITIVE,0.9996786117553711
434467,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-18 14:38:02,.@intlcrimcourt issued an arrest warrant against putin for the war crime of illegal deportation of children. this is an important step towards justice. the leader of the terrorist state must appear in court and answer for all crimes against ukraine.,['Ukraine'],1604,1332,68204,62,0,62,0,POSITIVE,0.995482325553894
499729,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-20 16:45:12,"agreed to deliver ukraine with 1 million rounds of artillery ammunition over the next 12 months. grateful to @charlesmichel, @vonderleyen, @josepborellf and all member states for supporting defence forces.",['Ukraine'],1604,1332,68234,29,0,29,0,POSITIVE,0.9991788268089294
559503,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-22 13:31:52,pm kishida: i visited kyiv in ukraine and held a summit meeting with president zelenskyy (@zelenskyyua). (march 21),['Ukraine'],1604,1330,68299,686,0,686,0,POSITIVE,0.9870943427085876
610984,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-24 12:06:04,is stepping up its efforts to meet 's defence needs. grateful to @charlesmichel for the unwavering support ; euco for providing 1 mln rounds of artillery ammunition. thanks to @kajakallas for the suggestion. we must keep up the pressure until ukraine wins.,"['EUCO', 'Ukraine']",1604,1329,68344,29,0,29,0,POSITIVE,0.9992648959159851
708780,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-03-28 17:13:10,"we discussed the seizure of russian assets, the tightening of sanctions and further defence assistance to ukraine today in kyiv with the delegation of @theprogressives of the european parliament, led by group president @iratxegarper. grateful for solidarity with ukraine .",['Ukraine'],1604,1325,68435,30,0,30,0,POSITIVE,0.997806966304779
