id,city,state,country,lat,lon,date,text,hashtags,following,followers,total_tweets,retweet_count,favorite_count,popularity_score,reach_score,sentiment,sentiment_score
541562,Kabul,Kabul,Afghanistan,34.52813,69.17233,2022-07-13 15:20:40.000000,"more than 100 million people are now displaced worldwide. our recently updated displacement forecast suggest that in addition to the displacement from ukraine, another 4.6 million people will be displaced from other crises in 2022. read more here:","['displacement', 'Ukraine']",520,190,40,4,0,4,0,NEGATIVE,0.9841773509979248
1014774,,Kandahar,Afghanistan,31.628871,65.7371749,2022-07-26 12:00:24.000000,"to reach nato strategic concept, what is the cost?",['NATO'],238,41,2623,534,0,534,0,NEGATIVE,0.9971694350242615
1056174,Kabul,Kabul,Afghanistan,34.52813,69.17233,2022-07-27 17:22:18.000000,"since the first refugees from ukraine arrived in bosnia and herzegovina in february 2022, drc has been actively involved in providing critical protection and medical services. these include both immediate and long-term healthcare.","['refugees', 'Ukraine', 'healthcare']",520,190,43,3,0,3,0,POSITIVE,0.9977426528930664
585707,,Jijel,Algeria,36.7179681,5.9832577,2022-07-14 13:48:11.000000,just a daily reminder --&gt; russiaisaterroriststate,['russiaisaterroriststate'],195,76,2245,0,0,0,0,NEGATIVE,0.9948326349258423
12728,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2022-07-01 09:40:32.000000,"looking at this photo, all i see on the world stage is the canada flag aaaand mainly the union jack on the other flag. surely, like our canadian mates, its time to change the australian flag? @peter_fitz nato","['Canada', 'NATO']",5639,6417,565062,64,0,64,778,NEGATIVE,0.9668095111846924
14988,West Coast,Tasmania,Australia,-42.45246,145.52264,2022-07-01 10:58:10.000000,russia is beginning the show trial of american citizen brittney griner,"['Russia', 'American']",2567,369,15934,2,0,2,0,POSITIVE,0.9460185766220093
26431,West Coast,Tasmania,Australia,-42.45246,145.52264,2022-07-01 16:28:08.000000,brittney griner being led from the court room after the first trial day. trial set to resume on july 7th. cnn russia,"['CNN', 'Russia']",2568,371,15955,94,0,94,0,POSITIVE,0.8219287991523743
101870,East Side,Northern Territory,Australia,-23.69195,133.8932,2022-07-03 15:25:19.000000,"from a strategy standpoint, trump absolutely must / absolutely will launch his 2024 presidential campaign this summer so as to portray any forthcoming indictments as politically motivated witch hunts (those exact words). this will cause even more violenceby design. buckle up.",['Trump'],2066,2978,58040,1,0,1,912,POSITIVE,0.7561452984809875
118393,Sydney,New South Wales,Australia,-33.86785,151.20732,2022-07-04 03:06:37.000000,"dear @narendramodi ji. youve banned my twitter account in india. i am not sure if its connected with the fact that @khalsa_aid was being praised for assisting indian students when war broke out in ukraine which embarrassed you. anyway,you can block us but cant silence us !",['Ukraine'],95,5,258,440,0,440,0,NEGATIVE,0.9979444146156311
118660,Toowoomba,Queensland,Australia,-27.47958,151.47705,2022-07-04 03:19:51.000000,"this is partly on you @3awneilmitchell. you spent most of 2021 advocating for relaxation of mask mandates, lockdowns and other restrictions. effectively undermining the government's public health measures. now you say this? get in the bin. auspol @3aw693",['auspol'],2118,1159,46202,15,0,15,0,NEGATIVE,0.9931365251541138
192059,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-05 19:06:11.000000,"how to make ukraine nazi war criminals respectable? take one eurotrash actor, lots of backing from the us which installed him and censor all msm, google etc. then leave it to social media to iconise people they know nothing about. well, it worked for israel.",['Ukraine️'],1363,1982,76042,0,0,0,619,NEGATIVE,0.9989191293716431
196030,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-05 20:55:11.000000,"@tkoutsantonismp @philyoung17 @albomp but how to make ukraine nazi war criminals respectable to australians? take one eurotrash actor, lots of backing from the us which installed him and censor all msm, google etc. then leave it to social media to iconise people they know nothing about. well, it worked for israel.",['Ukraine️'],1363,1982,76042,0,1,1,619,NEGATIVE,0.9980687499046326
198242,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-05 21:53:44.000000,run rabbit run. back to the nazis. ukrainerussianwar ukraine ukrainian ukraineunderattack,"['UkraineRussianWar', 'Ukraine', 'Ukrainian', 'UkraineUnderAttack']",1363,1982,76038,0,1,1,619,NEGATIVE,0.9984176158905029
198758,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-05 22:07:31.000000,"""'terrified ukrainians flee the russ ..."""" yeah but nah. sorry to spoil the narrative but they're celebrating their liberation from nazis - again. ukrainerussiawar ""","['Ukrainians', 'UkraineRussiaWar']",1363,1982,76039,0,0,0,619,NEGATIVE,0.9927954077720642
232625,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-06 19:00:11.000000,"with scotus ruling to diminish the powers of the environmental protection agency it is clear that usa is not going to take meaningful steps towards reducing climate change. so beyond the human rights issues, us reactionism also dooms future generations + 1000s of species","['SCOTUS', 'USA', 'climate']",1366,1986,76160,2,1,3,620,NEGATIVE,0.999006450176239
234533,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-06 19:53:27.000000,the bloody arrogance of wong: wong calls on china to try to stop putins war. it is the us/natos war and let's quit lying that it is otherwise. auspol ukrainerussiawar,"['auspol', 'UkraineRussiaWar']",1366,1986,76160,1,0,1,620,NEGATIVE,0.9983850717544556
316102,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-08 19:59:05.000000,@scobydofu it must be the biggest lie in the world - that israel is a democracy just defending itself. even bigger than the wmds lie biden told the world. and it's bolstered by the charge of 'antisemitism' to anyone who does speak the truth.,"['Israel', 'Biden']",1371,1988,76372,1,2,3,617,POSITIVE,0.9917681217193604
317224,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-08 20:32:30.000000,"just as the media still lauds biden, the war criminal who brought us the wmd lies?",['Biden'],1371,1988,76372,0,0,0,617,NEGATIVE,0.9782238602638245
324616,East Side,Northern Territory,Australia,-23.69195,133.8932,2022-07-09 02:45:33.000000,join me in my space! osint ukraine nato standwithukraine,"['OSINT', 'Ukraine', 'NATO', 'StandwithUkraine']",2097,3002,58393,1,0,1,905,NEGATIVE,0.8989965915679932
327406,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-09 06:11:28.000000,"indeed, assange must be watching us follow the iraq war criminal biden into another war built on lies and wonder what his sacrifice was for.","['Assange', 'Biden']",1372,1988,76447,2,2,4,616,NEGATIVE,0.967691957950592
357166,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-09 22:10:25.000000,"new biography on zelensky, son of god, hero of the universe, master of the world, hung like a horse and champion of the weapons manufacturers. little zelly and his nazi pals are the latest hot thing. i want to have his babies. ukrainerussiawar zelensky ukraine","['UkraineRussiaWar', 'Zelensky', 'Ukraine']",1373,1991,76480,0,1,1,618,POSITIVE,0.9923950433731079
408410,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-11 00:18:50.000000,zelensky needs to lay off the russian vodka. what a piss head lolz. ukraine,"['Zelensky', 'Ukraine️']",1377,1990,76624,1,2,3,613,NEGATIVE,0.9996634721755981
426943,Wollongong,New South Wales,Australia,-34.424,150.89345,2022-07-11 06:14:59.000000,daddy is so much worse... hunterbiden,['HunterBiden'],700,194,10541,343,0,343,0,NEGATIVE,0.9997813105583191
427973,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2022-07-11 06:40:17.000000,"nato summit in madrid was a big 'love in' for military industrial complex. nato is not a defence alliance, it's a war machine - just ask people of afghanistan iraq libya - nato's real goal is defence of us hegemony - all discussion of this is chilled in land of free speech..","['NATO', 'Afghanistan', 'Iraq', 'Libya', 'US']",5646,6419,566318,3805,0,3805,773,NEGATIVE,0.8068349957466125
470079,Canberra,Australian Capital Territory,Australia,-35.28346,149.12807,2022-07-11 22:46:44.000000,breaking: james weeb telescope reveals deepest ; sharpest infrared image of the early universe ever taken @6newsau,['BREAKING'],5645,6420,566378,5,0,5,775,POSITIVE,0.9985705614089966
477969,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-12 03:12:04.000000,"zelenskyy says turbine return to germany absolutely unacceptable. who the fck dows the chubby little actor think he is? canada doesn't give a fck, not does anyone else. ukraine via @ajenglish",['ukraine'],1375,1986,76688,0,2,2,611,NEGATIVE,0.9994649291038513
482692,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-12 06:06:03.000000,all those calling for boycotts of russia would have more cred if they weren't also opposed to bds of israel. it rather looks more like more of the racist politics that's seen nato/us slaughter millions in 3rd world countries. russophobia is juvenile. auspol2022,"['Russia', 'Israel', 'AusPol2022']",1375,1984,76731,1,0,1,609,NEGATIVE,0.9991198182106018
486115,East Side,Northern Territory,Australia,-23.69195,133.8932,2022-07-12 08:09:38.000000,our good friend @sarahashtonlv featured on croatian cnn affiliate today. ukraine,['ukraine'],2120,3023,58540,4,0,4,903,POSITIVE,0.8924465179443359
509729,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-12 19:19:58.000000,the family of murdered palestinian journalist shireenabuakleh demands that biden meet them when he visits occupied palestine,"['Palestinian', 'ShireenAbuAkleh', 'Biden', 'Palestine']",1375,1985,76741,65,0,65,610,POSITIVE,0.7044129967689514
527589,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-13 08:03:34.000000,"poland's president andrzej duda has called on ukraine's nato-backed leaders to admit their shameful past with regard to how ukrainian nationalists massacred over 100,000 poles during world war ii.","['Poland', 'Duda', 'Ukraine', 'NATO', 'Ukrainian']",1379,1986,76865,263,0,263,607,NEGATIVE,0.8780910968780518
554451,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-13 21:15:18.000000,"millions died in the us/nato/uk/aus illegal war on iraq, led in the us senate by joe biden pushing his wmds lies. we don't need to hear your sanctimonious pontifications about russia, thanks. auspol2022 ukraine","['AusPol2022', 'ukraine']",1382,1987,76922,0,1,1,605,NEGATIVE,0.8953183889389038
616808,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-15 01:51:14.000000,bidenisalaughingstock potus is doolally as a coconut. we followed him into iraq on his wmd lies ; a million died ; we followed him to ukraine to help the nazis. or maybe its us who are crazy. auspol biden ukrainerussiawar,"['BidenIsALaughingstock', 'auspol', 'Biden', 'UkraineRussiaWar']",1385,1991,77017,1,2,3,606,NEGATIVE,0.9942700862884521
618130,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-15 01:51:14.000000,bidenisalaughingstock potus is doolally as a coconut. we followed him into iraq on his wmd lies ; a million died ; we followed him to ukraine to help the nazis. or maybe its us who are crazy. auspol biden ukrainerussiawar,"['BidenIsALaughingstock', 'auspol', 'Biden', 'UkraineRussiaWar']",1384,1990,77005,1,0,1,606,NEGATIVE,0.9942700862884521
616808,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-15 02:49:42.000000,bidenisalaughingstock potus is doolally as a coconut. we followed him into iraq on his wmd lies ; a million died ; we followed him to ukraine to help the nazis. or maybe its us who are crazy. auspol biden ukrainerussiawar,"['BidenIsALaughingstock', 'auspol', 'Biden', 'UkraineRussiaWar']",1385,1991,77017,1,2,3,606,NEGATIVE,0.9942700862884521
618130,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-07-15 02:49:42.000000,bidenisalaughingstock potus is doolally as a coconut. we followed him into iraq on his wmd lies ; a million died ; we followed him to ukraine to help the nazis. or maybe its us who are crazy. auspol biden ukrainerussiawar,"['BidenIsALaughingstock', 'auspol', 'Biden', 'UkraineRussiaWar']",1384,1990,77005,1,0,1,606,NEGATIVE,0.9942700862884521
