id,city,state,country,lat,lon,date,text,hashtags,following,followers,total_tweets,retweet_count,favorite_count,popularity_score,reach_score,sentiment,sentiment_score
127731,Kabul,Kabul,Afghanistan,34.52813,69.17233,2023-01-18 11:50:16,ukraine minister of interior denys monastyrsky died among 17 others in a helicopter crash in the south of kyiv city.,"['Ukraine', 'Denys', 'Kyiv']",1243,12379,8621,1,10,11,11136,NEGATIVE,0.9945631623268127
101801,Londres,Catamarca,Argentina,-27.71439,-67.13349,2023-01-15 10:23:50,empowered woman versus the barbiedoll woman looks missdominicanrepublic versus missvenezuela and missusa in the missuniverse peagent,"['woman', 'barbiedoll', 'MissDominicanRepublic', 'MissVenezuela', 'MissUSA', 'MissUniverse']",597,789,3686,1,2,3,192,NEGATIVE,0.9955382943153381
553,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-01 01:02:12,"100s of 1000s of people lost their lives in eastern ukraine because the west treated the minsk agreements as scrap paper. the confessions by hollande and merkel are a formalization of betrayal. the west has proven it only cares about territory in ukraine, not people.ukraine",['Ukraine'],1629,2133,90844,0,0,0,504,NEGATIVE,0.9943980574607849
1208,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-01 02:57:25,"@saintjavelin at some stage, the west will have to accept that the post-cold war world order which has long been crumbling, is finally gone. 2022 ended the american unipolar era. ukrainerussianwar ukraine zelinsky ukrainewar","['UkraineRussianWar', 'Ukraine', 'Zelinsky', 'UkraineWar']",1630,2134,90873,0,0,0,504,NEGATIVE,0.9895642995834351
1211,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-01 02:58:02,"@constanze2022 at some stage, the west will have to accept that the post-cold war world order which has long been crumbling, is finally gone. 2022 ended the american unipolar era. ukrainerussianwar ukraine zelinsky ukrainewar","['UkraineRussianWar', 'Ukraine', 'Zelinsky', 'UkraineWar']",1630,2134,90873,0,1,1,504,NEGATIVE,0.986184298992157
6930,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-01 20:01:24,"zelensky as usual went over the top to court israel. but when israel refused to supply ukraine with weapons, they turned on israel at the un. after not receiving any firm commitments, ukrainian representatives opted not to oppose a recent anti-israel resolution.","['Zelensky', 'Israel', 'Ukrainian']",1630,2133,90874,2,0,2,503,NEGATIVE,0.9723480343818665
7108,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-01 20:30:12,"@ramabdu @mohammadfsaleh zelensky as usual went over the top to court israel. but when israel refused to supply ukraine with weapons, they turned on israel at the un. after not receiving any firm commitments, ukrainian representatives opted not to oppose a recent anti-israel resolution.","['Israel', 'Ukrainian']",1630,2134,90874,0,1,1,504,NEGATIVE,0.9802218079566956
13935,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-02 17:48:47,"time to scan my local news media for my morning dose of russo- and sinophobia. truly, its like throwing slops in a trough for the racist ignorameses to gobble up. australia russia","['Australia', 'Russia']",1631,2135,91020,0,0,0,504,NEGATIVE,0.999297022819519
14409,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-02 19:02:44,"@mohammadfsaleh if the wealthy westerners run out of organ donors or children to abuse, there's a half a million on sale in ukraine, going cheap.",['Ukraine'],1631,2135,91016,0,0,0,504,NEGATIVE,0.9991301894187927
17219,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-03 05:36:18,"so, the israeli regime, who claim to be victims of nazis, is starving palestinians who did in fact fight the nazis in significant numbers, to send supplies to the nazis. i'm sure that makes sense to someone. israeliterrorism ukraine zelinsky ukrainewar","['IsraeliTerrorism', 'Ukraine', 'Zelinsky', 'UkraineWar']",1635,2135,91096,0,3,3,500,NEGATIVE,0.9549741148948669
17551,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-03 07:10:48,"@maggicarter @terrykosick excuse me if i don't hold my breath. its been so sad to see good media sell out. but i guess reporters have a mortgage to pay too. in feb last year, the whole www seemed to be wiped clean of any truths about russia, ukraine and us/nato.","['Russia', 'Ukraine', 'US']",1635,2135,91096,0,1,1,500,NEGATIVE,0.9993556141853333
20823,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-03 16:40:20,"uk artist banksy created a homage to the ukrainian s who promptly stole it. (for some reason, its worth around $243,900.) i think that says it all, really, about the most corrupt people on earth who have suddenly become the dahlings of the west. ukraine zelinsky ukrainewar","['Ukrainian', 'Ukraine', 'Zelinsky', 'UkraineWar']",1633,2136,91183,6,10,16,503,POSITIVE,0.9752917289733887
21012,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-03 17:07:57,"""@dagnytaggart963 why would any russian ever trust the west again? they steal their assets and lied about minsk2. """"western values"""" huh? lol""",['Russian'],1633,2135,91183,0,3,3,502,NEGATIVE,0.9987416863441467
24584,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-04 06:43:09,"@yarema9 confessions by hollande and merkel are the formalization of betrayal unless you think they are lying. they both say minsk2 would never be honoured, they just stalled for time while they could arm ukraine to fight rusia, on behalf of us/nato/uk.","['Ukraine', 'Rusia']",1636,2135,91330,0,0,0,499,NEGATIVE,0.999313235282898
26582,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-04 14:38:36,the first russian warship carrying zircon hypersonic cruise missiles began routine combat service on wednesday. putin said that the zircon missile was a unique weapon and that no other country has anything comparable. ukraine russia hny biden.,"['Ukraine️', 'Russia']",1636,2134,91338,0,0,0,498,POSITIVE,0.966772198677063
26917,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-04 15:37:22,"@guyverhofstadt russia thanks biden and us/nato for the sanctions, what a beautiful gift. ukrainerussiawar","['Russia', 'Biden', 'US', 'UkraineRussiaWar️']",1637,2135,91355,0,0,0,498,POSITIVE,0.999583899974823
27480,Potts Point,New South Wales,Australia,-33.86701,151.22586,2023-01-04 17:10:34,"ukrainian law firm t;m has launched an appalling new service allowing residents of western european countries to cleanse europe of rashists, a reference to the derogatory neologism used by officials in kiev, which combines the words russian and fascist. as nazis do.","['Ukrainian', 'European', 'Kiev']",1638,2136,91359,0,0,0,498,NEGATIVE,0.9970383644104004
