id,city,state,country,lat,lon,date,text,hashtags,following,followers,total_tweets,retweet_count,favorite_count,popularity_score,reach_score,sentiment,sentiment_score
77980,,Panjshir,Afghanistan,38.8802391,-77.1717238,2023-04-04 21:58:52,i literally just pay elonmusk and twitter to post my crap feel special america,"['ElonMusk', 'Twitter', 'America']",216,569,1146,0,1,1,353,NEGATIVE,0.9990826845169067
83902,Ngunnawal,Australian Capital Territory,Australia,-35.1728,149.11147,2023-04-05 06:49:59,relax. it is not ukraine just a holy place of worship in occupied jerusalem.,['Ukraine'],710,717,127025,938,0,938,7,POSITIVE,0.997060239315033
110321,Wandering,Western Australia,Australia,-32.52589,116.56668,2023-04-06 00:57:52,relax. it is not ukraine just a holy place of worship in occupied jerusalem.,['Ukraine'],1557,332,60206,11456,0,11456,0,POSITIVE,0.997060239315033
112564,East Side,Northern Territory,Australia,-23.69195,133.8932,2023-04-06 03:44:28,relax. it is not ukraine just a holy place of worship in occupied jerusalem.,['Ukraine'],259,256,16758,11815,0,11815,0,POSITIVE,0.997060239315033
133851,Bendigo,Victoria,Australia,-36.75818,144.28024,2023-04-07 02:37:27,@sharnellevella back to china dan!! china,['china'],355,286,2895,0,1,1,0,POSITIVE,0.97617506980896
143092,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-04-07 14:22:33,"vantageonfirstpost: nato now has four partners in the indopacific region japan, south korea, australia, and new zealand. the trans-atlantic military organization has also said the doors are open for india. @palkisu decodes.","['VantageOnFirstpost', 'NATO', 'IndoPacific', 'India']",685,79,35558,14,0,14,0,POSITIVE,0.9945164322853088
143101,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-04-07 14:23:17,vantageonfirstpost: french president emmanuelmacron urged chinese leader xijinping to help bring an end to russia's war in ukraine during a meeting in beijing. western officials are skeptical of macrons outreach to china. @palkisu tells you more.,"['VantageOnFirstpost', 'EmmanuelMacron', 'Chinese', 'XiJinping', 'Russia', 'Ukraine', 'Beijing', 'China']",685,79,35558,15,0,15,0,POSITIVE,0.9865142703056335
143177,Sydney,New South Wales,Australia,-33.86785,151.20732,2023-04-07 14:28:02,palkisharma japan ditches the west for russian oil russia ukraine war japan us india germany france eu pakistan sanctions dedollarization,"['PalkiSharma', 'Oil', 'Russia', 'Ukraine', 'War', 'Japan', 'US', 'India', 'Germany', 'France', 'EU', 'Pakistan', 'Sanctions', 'Dedollarization']",685,79,35558,5,0,5,0,NEGATIVE,0.9327775239944458
171070,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-04-09 07:50:19,"@darrigomelanie @heathermoandco elmo is using his access to @spacex ; starlink to influence the outcome of the warinukraine all of a sudden, despite the gobs of money he's gouged from thepentagon ; ukraine he's the one deciding how auf can use starlink russianukrainianwar","['Elmo', 'Starlink', 'WarInUkraine', 'ThePentagon', 'Ukraine', 'AUF', 'Starlink', 'RussianUkrainianWar']",3976,656,26935,4,0,4,0,NEGATIVE,0.9825641512870789
280831,West Coast,Tasmania,Australia,-42.45246,145.52264,2023-04-15 05:09:22,@morawieckim russia does not deserve to exist alongside civilized societies! we must increase our support for ukraine !,['Ukraine'],520,170,6855,15,0,15,0,POSITIVE,0.9866071939468384
50333,Gaming,Lower Austria,Austria,47.929,15.08818,2023-04-03 15:12:22,"russia and india abandon europe-dominated oil price, agree to use dubai oil price benchmark.","['Russia', 'India', 'Europe', 'Dubai']",310,35,1160,0,0,0,0,NEGATIVE,0.7749208211898804
355277,Gaming,Lower Austria,Austria,47.929,15.08818,2023-04-20 14:27:22,russia will mine crypto for cross-border deals,"['Russia', 'crypto']",314,41,1193,0,0,0,0,NEGATIVE,0.9881536364555359
369063,Feni,Chittagong Division,Bangladesh,22.96667,91.31667,2023-04-23 05:12:41,message me for any kind of graphics work. usa canada mexico argentinas uk france germany italy spain netherlands belgium switzerland sweden norway denmark finland russia china japanese southkorea indian australian newzealand design,"['USA', 'canada', 'mexico', 'Argentinas', 'uk', 'France', 'Germany', 'Italy', 'Spain', 'netherlands', 'belgium', 'Switzerland', 'Sweden', 'norway', 'Denmark', 'Finland', 'Russia', 'China', 'japanese', 'SouthKorea', 'Indian', 'Australian', 'NewZealand', 'design']",139,48,60,0,0,0,0,NEGATIVE,0.9461314678192139
68063,Belmopan,Cayo District,Belize,17.25,-88.76667,2023-04-04 14:07:51,@kiraincongress so you want everyone to give money to one of the most corrupted country in the world yes ukraine no thank you. you are infested with zionism and fascism.. you were killing your own people so stop pretending you guys are good.,['UKRAINE'],2,4,274,0,0,0,2,NEGATIVE,0.9970023036003113
79568,Belmopan,Cayo District,Belize,17.25,-88.76667,2023-04-04 23:53:37,ukraine war is a total bullshit,['Ukraine'],2,4,351,0,0,0,2,NEGATIVE,0.9996107220649719
101428,Belmopan,Cayo District,Belize,17.25,-88.76667,2023-04-05 18:09:03,@nytimes lets just give to ukraine guaido and israel,"['Ukraine', 'Guaido', 'Israel']",2,4,390,0,0,0,2,NEGATIVE,0.6150012612342834
3375,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,43.84864,18.35644,2023-04-01 06:20:16,"as of today russia assumes the presidency of the un security council. and no, that is not an aprilfools joke.","['Russia', 'AprilFool']",965,2079,20842,8,0,8,1114,NEGATIVE,0.964830756187439
74038,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-04 18:33:27,"effective immediately, finland is a member of nato this is great news and a boost to transatlantic security. a strong ally is joining our alliance. swedens accession, which is still pending, has our full support!","['Finland', 'NATO']",1605,1326,68632,98,0,98,0,POSITIVE,0.9998385906219482
74118,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-04 18:35:55,"my congratulations to friendly finland on becoming a full member of nato! as well as to the north atlantic alliance - on making the only right, ambitious and strategic decision in the interests of wider area of peace, security and stability!",['Finland'],1605,1326,68632,75,0,75,0,POSITIVE,0.9992437362670898
125091,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-06 17:04:16,"together, the and are freezing the assets of those fueling the kremlin's aggression in ukraine. the kremlin's finances have been squeezed to devastating effect, forcing it to choose between pouring money into the war, or providing for its own citizens. @secblinken","['Kremlin', 'Ukraine']",1606,1326,68728,40,0,40,0,NEGATIVE,0.9991083741188049
136246,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-07 06:25:10,its not for russia to decide who can be a nato member. watch @jensstoltenberg interview with @beckycnn after finlands accession to the alliance,"['NATO', 'Finland']",1606,1326,68738,44,0,44,0,NEGATIVE,0.9706773161888123
157501,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-08 12:34:12,".@zelenskyyua: ukraine values every person, values every community. ukraine is grateful to the muslims of our country and everyone in the world muslim community who seeks peace and protection from evil. we are all united by faith.","['Ukraine', 'Muslim']",1606,1325,68778,58,0,58,0,POSITIVE,0.9997770190238953
205808,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-11 08:58:43,friendly canada . a country among the first to stand by ukraine. meetings with @justintrudeau and @cafreeland coming up. we are preparing new agreements and deals to strengthen the macro-financial and economic stability of . we are working for victory.,['Ukraine'],1606,1324,68817,80,0,80,0,POSITIVE,0.9992945194244385
251970,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-13 16:16:32,"an analogue of the marshall plan for ukraine should restore and change our economy on the principle of build back better. i emphasised this at the u.s.-ukraine partnership forum. foreign private investment, including from , will lay the foundation for such a transformation.",['Ukraine'],1606,1324,68891,13,0,13,0,POSITIVE,0.9878117442131042
252146,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-13 16:24:08,"today, we signed the agreement w/ @worldbank managing director @bjerde_anna to provide an additional $200m to restore power system in ukraine. we are also preparing to implement a military risk insurance project for foreign investors. grateful for the support for 'srecovery",['Ukraine'],1606,1324,68891,21,0,21,0,POSITIVE,0.9958090782165527
261469,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-14 03:36:47,unprecedented support brings our victory ; successful recovery of closer. during the meeting with @secyellen we talked about tightening sanctions against the aggressor and financial assistance for 's reconstruction. we're grateful to the usa for standingwithukraine.,['Ukraine'],1606,1323,68914,32,0,32,0,POSITIVE,0.9995388984680176
272493,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-14 16:47:43,"a child was pulled out from under the rubble in sloviansk. he survived at first, but then died in the ambulance. r.i.p. stoprussia standwithukraine","['StopRussia', 'StandWithUkraine']",1606,1323,68954,179,0,179,0,NEGATIVE,0.9979378581047058
303474,Sofia,Sofia City Province,Bulgaria,42.69751,23.32415,2023-04-16 09:31:23,"easter smiles. 130 ukrainians who were captured by russia, returned back home for orthodox easter. joy for the families and for the whole country. standwithukraine",['StandWithUkraine'],1605,1322,69018,62,0,62,0,POSITIVE,0.997143566608429
