id,city,state,country,lat,lon,date,text,hashtags,following,followers,total_tweets,retweet_count,favorite_count,popularity_score,reach_score,sentiment,sentiment_score
427,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-01 01:48:32,"@derykhouston @richardsheggie no, the aftermath of such a nuclear war would be devastating for the whole planet. the ensuing nuclear winter would also be a mass extinction event. people need to understand just what the us is gambling with here. ukrainerussiawar",['UkraineRussiaWar'],1520,2018,84784,1,1,2,498,NEGATIVE,0.9991374015808105
17995,West Coast,Tasmania,Australia,-42.45246,145.52264,2022-11-03 05:49:07,"enraged. coastal gaslink is a climate criminal ; a colonial invader violating wet'suwet'en law with the support of the rcmp, who were formed to commit genocide against indigenous people ; who continue to play that role today, funded by millions in public money. canada sucks. @un",['Canada'],3105,3108,24156,2,0,2,3,NEGATIVE,0.9992063641548157
35063,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-05 05:36:07,zelly sure is lapping up her 15 kbs of fame. ukrainerussiawar,['UkraineRussiaWar'],1514,2014,85017,0,0,0,500,POSITIVE,0.997253954410553
134815,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-15 19:43:55,@afshinrattansi today's oxymoron is : us intelligence. ukrainerussiawar,['UkraineRussiaWar'],1519,2010,85735,1,3,4,491,NEGATIVE,0.9879212379455566
136158,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-15 20:13:36,@occupydemocrats one thing western msm fail to mention: moscow says the missile that struck przewodow was not russian. russia has not carried out any strikes against targets near the polish-ukrainian border. poland russiaukrainewar,"['poland', 'RussiaUkraineWar']",1519,2010,85739,0,0,0,491,NEGATIVE,0.9966728687286377
136169,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-15 20:13:49,@narrative_hole one thing western msm fail to mention: moscow says the missile that struck przewodow was not russian. russia has not carried out any strikes against targets near the polish-ukrainian border. poland russiaukrainewar,"['poland', 'RussiaUkraineWar']",1519,2010,85739,1,2,3,491,NEGATIVE,0.9965897798538208
136180,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-15 20:14:09,@jmvasquez1974 one thing western msm fail to mention: moscow says the missile that struck przewodow was not russian. russia has not carried out any strikes against targets near the polish-ukrainian border. poland russiaukrainewar,"['poland', 'RussiaUkraineWar']",1519,2010,85739,0,0,0,491,NEGATIVE,0.9953129291534424
139815,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-15 21:56:29,@warmonitors also zelinsky: give me more money. poland,['Poland'],1519,2010,85733,0,0,0,491,NEGATIVE,0.9695053100585938
140926,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-15 22:35:20,"polish spokesman called on the media not to publish unconfirmed information.the missile that struck przewodow was not russian, fragments in photos published by poland show that. russia has not carried out any strikes against targets near the polish-ukrainian border. poland",['Poland'],1519,2010,85740,0,1,1,491,NEGATIVE,0.9935324192047119
144101,Potts Point,New South Wales,Australia,-33.86701,151.22586,2022-11-16 01:43:33,"@winnieblackpink close, but no kewpie doll. poland has put its military on alert and is discussing whether to invoke natos article 4, officials in warsaw said on tuesday evening. ukraine article5","['Ukraine', 'Article5']",1521,2010,85802,0,0,0,489,NEGATIVE,0.9888938069343567
